neuron_id p0 p1 p2 p3
1360 0 0 0 0
1361 0 1 0 0
1362 0 1 0 1
1363 0 0 0 0
1364 0 1 0 0
1365 0 0 0 0
1366 0 1 0 0
1367 0 0 1 0
1368 0 0 1 1
1369 1 0 0 0
1370 1 0 1 1
1371 1 0 0 0
1372 0 1 1 0
1373 1 0 0 0
1374 1 1 0 0
1375 0 0 0 0
1376 0 0 1 0
1377 0 0 1 0
1378 0 1 0 0
1379 0 1 1 0
1380 0 0 1 0
1381 0 1 0 0
1382 1 0 0 1
1383 1 1 0 1
1384 0 0 1 0
1385 0 0 0 0
1386 1 0 1 0
1387 0 1 0 0
1388 0 0 0 0
1389 0 0 1 1
1390 0 1 1 0
1391 0 0 0 0
1392 1 0 0 0
1393 0 0 0 0
1394 1 0 1 0
1395 1 1 0 0
1396 0 1 0 1
1397 0 0 0 1
1398 1 0 0 0
1399 0 1 0 0
1400 0 0 1 0
1401 1 0 0 0
1402 1 1 0 0
1403 1 1 1 1
1404 1 0 1 0
1405 1 0 0 0
1406 1 0 0 0
1407 1 1 1 1
1408 0 0 0 0
1409 1 0 0 0
1410 0 0 1 0
1411 0 0 1 0
1412 0 0 0 0
1413 0 0 0 0
1414 0 0 1 0
1415 0 0 0 0
1416 0 1 0 0
1417 0 1 0 1
1418 0 1 0 0
1419 0 1 0 1
1420 1 0 0 0
1421 1 0 1 0
1422 0 0 0 1
1423 1 1 0 1
1424 0 0 0 0
1425 0 0 0 0
1426 1 1 0 1
1427 0 1 0 1
1428 0 1 0 0
1429 1 1 0 0
1430 0 1 1 1
1431 0 1 0 0
1432 0 0 0 0
1433 0 0 0 1
1434 0 0 0 0
1435 1 1 1 0
1436 0 1 0 0
1437 1 0 0 0
1438 0 0 1 0
1439 0 0 1 1
1440 0 0 1 1
1441 1 1 0 0
1442 0 0 0 1
1443 0 0 1 1
1444 0 0 0 0
1445 1 0 0 0
1446 1 0 0 0
1447 0 1 1 1
1448 0 0 0 0
1449 1 0 0 0
1450 1 1 0 0
1451 1 1 0 0
1452 0 1 1 0
1453 0 0 1 1
1454 0 0 0 0
1455 0 0 0 1
1456 1 0 0 0
1457 1 0 0 1
1458 1 0 0 0
1459 1 0 0 1
1460 1 0 1 1
1461 0 0 0 0
1462 0 0 1 0
1463 0 0 1 0
1464 0 1 1 0
1465 0 1 1 1
1466 0 1 0 0
1467 0 1 0 0
1468 1 1 1 0
1469 0 1 0 0
1470 1 0 0 0
1471 0 0 0 0
1472 0 0 0 1
1473 0 1 0 0
1474 0 0 0 1
1475 0 1 1 0
1476 0 0 1 0
1477 1 1 0 0
1478 1 0 0 1
1479 0 0 0 0
1480 1 1 1 1
1481 0 0 0 1
1482 0 1 1 0
1483 0 0 0 1
1484 0 0 0 1
1485 0 0 0 0
1486 0 1 0 1
1487 0 0 0 0
1488 0 0 0 0
1489 0 1 0 1
1490 0 0 0 0
1491 1 1 0 1
1492 0 0 1 1
1493 0 0 0 0
1494 1 0 0 0
1495 1 0 0 0
1496 0 1 0 0
1497 1 0 0 0
1498 0 0 0 1
1499 0 0 1 0
